interview__key,r_otherincome__id,inc_oth_amt,int_oth_income,who_other_income__0,who_other_income__1,who_other_income__2,othinc_pr,othinc_pr_oth,othinc_provider,othinc_provider_oth,benefits,oth_benefits,oth_income_use__1,oth_income_use__2,oth_income_use__3,oth_income_use__4,oth_income_use__5,oth_income_use__6,oth_income_use__7,oth_income_use__96,otherinc_use_others
"01-07-36-19","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"48-62-04-43","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"17-40-48-73","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1,"Lump sum (single payment)",1,2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"10-94-03-72","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",60000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"99-02-51-45","Savings, interest or other investment income",15000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,0,0,0,0,0,0,1,"agriculture"
"80-26-66-95","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",120000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"90-43-64-15","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Monthly",2,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"83-78-16-55","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",190000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,2,"agricultre purpose"
"83-78-16-55","Savings, interest or other investment income",200000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"16-36-46-03","Savings, interest or other investment income",200000,"Monthly",1,.a,.a,,"",,"",,"",3,1,2,0,0,0,0,0,""
"29-33-47-98","Rental income, residential property (apartment, house)",150000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"53-26-25-13","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",2,1,0,0,0,0,0,0,""
"73-14-84-43","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,2,0,1,0,0,0,0,""
"07-05-98-97","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Lump sum (single payment)",2,.a,.a,"Others ➡️ Specify","food support","Other➡️specify","enterprenuer","Cash","",0,1,0,0,0,0,0,0,""
"07-05-98-97","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",36000,"Every three months",1,2,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,2,0,0,0,0,""
"84-88-48-48","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"54-31-68-36","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Monthly",1,2,.a,,"",,"",,"",0,2,0,3,1,0,0,0,""
"45-71-98-33","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",60000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"27-11-46-19","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,2,3,0,0,0,""
"36-68-49-71","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Lump sum (single payment)",3,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"68-16-01-33","Rental income, residential property (apartment, house)",140000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"61-84-87-27","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Every three months",2,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"61-84-87-27","Rental income, commercial (shop, store)",600000,"Monthly",2,.a,.a,,"",,"",,"",3,1,0,4,2,0,0,0,""
"20-43-08-03","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",40000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"82-59-96-75","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",20000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"55-72-94-92","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",20000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"58-19-75-80","Rental income, residential property (apartment, house)",100000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"29-86-85-66","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",30000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"88-73-32-16","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"55-56-00-41","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",20000,"Lump sum (single payment)",1,.a,.a,"Healthcare benefits","","Local county government","","Cash","",0,0,0,1,0,0,0,0,""
"55-56-00-41","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",90000,"Monthly",1,.a,.a,"Pension","","National government","","Cash","",0,1,0,2,0,0,0,0,""
"34-77-61-74","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"34-77-61-74","Rental income, residential property (apartment, house)",50000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"76-40-74-03","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Lump sum (single payment)",1,2,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"06-67-72-60","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"49-95-19-41","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300000,"Monthly",1,2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"49-95-19-41","Savings, interest or other investment income",160000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",1,0,0,0,0,0,0,0,""
"49-01-19-20","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",24000,"Every three months",2,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"49-01-19-20","Rental income, residential property (apartment, house)",200000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"06-30-46-81","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",2000000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",2,1,3,0,0,0,0,0,""
"05-55-74-03","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",48000,"Lump sum (single payment)",3,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"56-78-80-92","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"81-46-38-58","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",24000,"Every three months",1,.a,.a,,"",,"",,"",0,2,0,1,0,0,0,0,""
"08-94-56-34","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",85000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,0,0,1,0,0,0,0,""
"11-04-05-87","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Lump sum (single payment)",1,2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"69-48-65-88","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,2,3,0,0,0,""
"18-22-43-52","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",350000,"Lump sum (single payment)",1,2,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"30-41-77-21","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",37000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"30-41-77-21","Savings, interest or other investment income",60000,"Monthly",1,.a,.a,,"",,"",,"",0,0,0,2,1,0,0,0,""
"59-58-27-54","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"13-48-51-56","Rental income, residential property (apartment, house)",20000,"Monthly",1,.a,.a,,"",,"",,"",4,1,2,3,0,0,0,0,""
"13-03-04-40","Rental income, residential property (apartment, house)",100000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"48-62-05-19","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Every three months",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"48-62-05-19","Rental income, residential property (apartment, house)",40000,"Monthly",1,.a,.a,,"",,"",,"",2,1,0,3,0,0,0,0,""
"77-95-12-00","Savings, interest or other investment income",50000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"04-93-15-62","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"75-26-65-92","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Every 6 months",1,.a,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"75-26-65-92","Rental income, residential property (apartment, house)",200000,"Monthly",1,.a,.a,,"",,"",,"",2,1,3,4,0,0,0,0,""
"40-73-60-05","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"64-68-41-59","Savings, interest or other investment income",1360000,"Monthly",1,.a,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"76-41-72-83","International remittances - cash transfers/gifts from individuals (relatives, friends) from abroad",50000,"Every three months",2,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"29-97-06-38","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",180000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,0,0,1,0,0,0,0,""
"29-97-06-38","Rental income, residential property (apartment, house)",10000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"46-55-47-04","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000000,"Monthly",1,.a,.a,,"",,"",,"",1,2,0,0,0,0,0,0,""
"46-55-47-04","Rental income, commercial (shop, store)",30000,"Monthly",1,2,.a,,"",,"",,"",1,2,3,0,0,0,0,0,""
"35-89-93-14","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,0,0,1,0,0,0,2,"funeral contributions"
"61-98-86-86","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"61-87-19-25","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Lump sum (single payment)",3,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"61-87-19-25","Rental income, residential property (apartment, house)",90000,"Monthly",1,2,.a,,"",,"",,"",2,1,0,3,0,0,0,0,""
"18-67-33-19","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,0,0,1,0,0,0,0,""
"14-75-52-28","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",30000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"68-35-97-06","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",47000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,0,0,1,0,0,0,0,""
"00-22-25-11","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",60000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"00-22-25-11","Savings, interest or other investment income",60000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,0,0,0,0,0,0,1,"Buying my own necessities like clothes"
"82-96-57-24","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"98-34-87-15","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",15000,"Monthly",2,.a,.a,,"",,"",,"",0,2,1,0,3,0,0,0,""
"73-85-71-84","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200000,"Every year",1,.a,.a,,"",,"",,"",0,0,1,0,0,0,0,0,""
"27-45-94-38","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",5000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"07-14-85-97","Other➡️specify:",280000,"Monthly",1,.a,.a,,"",,"",,"",1,0,0,0,2,0,0,0,""
"55-58-44-60","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",20000,"Every three months",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"54-97-37-44","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"54-97-37-44","Rental income, residential property (apartment, house)",10000,"Monthly",1,.a,.a,,"",,"",,"",1,2,0,0,0,0,0,0,""
"25-51-59-02","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"25-51-59-02","Savings, interest or other investment income",300000,"Every year",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"69-46-62-21","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"69-92-29-73","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",40000,"Every three months",1,.a,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"37-17-48-58","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",150000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"27-89-15-08","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Lump sum (single payment)",1,2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"38-15-27-24","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",30000,"Monthly",1,2,.a,,"",,"",,"",0,1,3,4,2,0,0,0,""
"38-15-27-24","Savings, interest or other investment income",560000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,2,3,0,0,4,"Buying my clothes and those of my children"
"07-04-06-31","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",20000,"Monthly",1,.a,.a,,"",,"",,"",0,2,1,0,0,0,0,0,""
"07-04-06-31","Savings, interest or other investment income",300000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,0,1,0,0,0,0,0,""
"00-51-21-96","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Monthly",1,2,.a,,"",,"",,"",1,2,3,4,0,0,0,0,""
"06-67-52-73","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",350000,"Every three months",1,.a,.a,"Older persons cash transfer","","National government","","Cash","",1,0,0,0,0,0,0,0,""
"95-39-48-28","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",30000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"10-32-71-90","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",20000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"20-98-55-75","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"03-15-75-14","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Every 6 months",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"50-57-49-63","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",20000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,0,2,0,0,0,""
"60-32-51-97","Savings, interest or other investment income",800000,"Every year",1,.a,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"52-97-46-11","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",15000,"Monthly",1,.a,.a,,"",,"",,"",0,1,3,0,2,0,0,0,""
"52-97-46-11","Savings, interest or other investment income",200000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"43-02-03-01","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",34000,"Every 6 months",2,.a,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"65-71-79-01","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",15000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"70-40-73-54","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",1,0,0,0,0,0,0,0,""
"88-42-92-11","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",110000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"37-29-80-51","Savings, interest or other investment income",300000,"Lump sum (single payment)",1,2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"46-39-02-59","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"28-20-80-35","Savings, interest or other investment income",250000,"Every year",1,.a,.a,,"",,"",,"",0,0,1,0,0,0,0,2,"agricultural activities"
"92-09-40-22","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Monthly",1,2,.a,,"",,"",,"",0,2,3,1,0,0,0,0,""
"78-85-83-34","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",40000,"Monthly",1,2,.a,,"",,"",,"",0,0,1,0,0,0,0,0,""
"91-55-85-33","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,3,2,0,0,0,0,""
"40-53-56-12","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,2,0,1,0,0,0,0,""
"40-53-56-12","Rental income, residential property (apartment, house)",1000000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,2,0,1,0,0,0,0,""
"02-60-78-89","Rental income, commercial (shop, store)",150000,"Monthly",1,2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"35-46-63-78","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",60000,"Monthly",2,.a,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"35-46-63-78","Rental income, residential property (apartment, house)",150000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,0,2,0,0,0,""
"78-47-97-25","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"78-47-97-25","Rental income, residential property (apartment, house)",500000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"37-69-53-39","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",120000,"Lump sum (single payment)",1,2,.a,,"",,"",,"",0,2,0,1,0,0,0,0,""
"34-87-20-64","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",44000,"Every three months",1,.a,.a,"Poverty reduction program","","Both national and local governments","","Food","",0,1,0,2,0,0,0,0,""
"86-69-42-68","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Every 6 months",1,2,.a,,"",,"",,"",0,2,0,1,0,0,0,0,""
"86-69-42-68","Other➡️specify:",42000,"Every three months",1,.a,.a,,"",,"",,"",0,3,1,2,0,0,0,0,""
"80-28-03-90","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",30000,"Every three months",1,2,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"88-70-65-41","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",20000,"Monthly",2,.a,.a,,"",,"",,"",0,1,0,2,3,0,0,0,""
"88-70-65-41","Savings, interest or other investment income",150000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,3,2,4,0,0,0,""
"79-79-17-52","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Every three months",1,2,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"65-67-08-82","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100000,"Lump sum (single payment)",1,2,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"43-85-20-59","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Every three months",2,.a,.a,,"",,"",,"",0,0,0,1,0,0,0,0,""
"01-43-23-45","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300000,"Lump sum (single payment)",2,3,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"01-43-23-45","Rental income, residential property (apartment, house)",240000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,2,1,3,0,0,0,0,""
"45-46-82-37","Savings, interest or other investment income",300000,"Monthly",1,.a,.a,,"",,"",,"",0,0,0,0,0,0,1,0,""
"11-87-22-26","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",15000,"Every three months",2,.a,.a,"Others ➡️ Specify","From my relatives","National government","","Cash","",0,1,0,0,0,0,0,0,""
"11-87-22-26","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",24000,"Monthly",1,.a,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,2,3,0,0,0,""
"13-55-89-83","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"59-34-02-76","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",150000,"Lump sum (single payment)",1,2,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"78-25-48-01","Rental income, residential property (apartment, house)",80000,"Monthly",2,.a,.a,,"",,"",,"",2,0,1,3,4,0,0,0,""
"28-05-35-45","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",20000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"47-75-15-04","Rental income, commercial (shop, store)",40000,"Monthly",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"08-79-12-23","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500000,"Every 6 months",1,.a,.a,,"",,"",,"",0,1,0,0,2,0,0,0,""
"08-79-12-23","Rental income, commercial (shop, store)",240000,"Every 6 months",1,.a,.a,,"",,"",,"",0,0,1,0,0,0,0,0,""
"68-77-96-37","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",25000,"Monthly",1,2,.a,,"",,"",,"",0,1,0,0,2,0,0,0,""
"52-83-38-94","Rental income, residential property (apartment, house)",80000,"Monthly",1,2,.a,,"",,"",,"",2,0,1,3,0,0,0,0,""
"43-44-83-36","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Every 6 months",1,.a,.a,,"",,"",,"",0,1,0,0,2,0,0,0,""
"97-03-37-68","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Monthly",1,.a,.a,,"",,"",,"",0,0,0,0,1,0,0,0,""
"90-41-66-63","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",120000,"Lump sum (single payment)",2,.a,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,2,0,0,0,0,""
"86-61-37-71","Rental income, residential property (apartment, house)",60000,"Monthly",1,.a,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"28-51-95-56","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300000,"Monthly",1,.a,.a,,"",,"",,"",0,0,3,1,2,0,0,0,""
"51-09-05-08","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",20000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,0,0,1,0,0,0,0,""
"36-72-98-05","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",15000,"Every 6 months",1,.a,.a,,"",,"",,"",0,0,0,0,1,0,0,0,""
"98-62-02-19","Rental income, residential property (apartment, house)",300000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,0,0,0,0,0,0,1,"agriculture  activities"
"23-24-36-18","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10000,"Every three months",1,.a,.a,,"",,"",,"",0,0,0,0,1,0,0,0,""
"88-50-89-00","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,2,"agricultural activities"
"25-45-17-13","Savings, interest or other investment income",26000,"Every three months",2,.a,.a,,"",,"",,"",0,2,0,1,0,0,0,0,""
"20-14-81-13","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,0,1,0,0,0,0,0,""
"20-14-81-13","Savings, interest or other investment income",100000,"Every three months",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"65-11-27-59","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",3000000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,2,3,4,0,0,0,""
"74-15-98-92","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,0,1,0,0,0,0,0,""
"53-98-64-81","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",168000,"Monthly",2,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"44-47-90-17","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",15000,"Lump sum (single payment)",1,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"55-37-25-70","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",5000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"71-34-06-10","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Monthly",1,.a,.a,,"",,"",,"",0,0,0,1,0,0,0,0,""
"71-34-06-10","Savings, interest or other investment income",100000,"Lump sum (single payment)",2,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"71-34-06-10","Rental income, residential property (apartment, house)",120000,"Every year",1,2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"19-06-46-71","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",50000,"Every three months",1,.a,.a,,"",,"",,"",0,1,2,3,4,0,0,0,""
"01-06-26-91","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",40000,"Every three months",2,.a,.a,,"",,"",,"",0,1,3,2,0,0,0,0,""
