interview__key,lndprep__1,lndprep__2,lndprep__3,lndprep__4,cp021__1,cp021__2,cp021__3,cp021_source__1,cp021_source__2,cp021_source__3,cp021_source__4,cp021_source__5,cp021_source__6,cp021_source__96,cp021_source_other,cp_plantdays,cp_weedays,cp_hvstdays,cp_lbrdays,irr_train,cp026__1,cp026__2,cp026__3,cp026__4,cp026__5,cp026__6,cp026__7,cp026__96,cp026_oth,cp028,cp028_inst__1,cp028_inst__2,cp028_inst__3,cp028_inst__4,cp028_inst__5,cp028_inst__6,cp028_inst__7,cp029,cp030,cp031,cp032,crop_residue__1,crop_residue__2,crop_residue__3,crop_residue__4,crop_residue__5,crop_residue__96
"37-84-88-65",0,1,0,0,"Yes","No","No",,,,,,,,,5,14,25,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"14-81-03-80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-19-96-03",0,1,0,0,"Yes","No","No",,,,,,,,,8,1,10,5,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"83-97-00-24",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,1,6,10,15,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"46-19-90-07",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,5,14,7,26,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"92-29-31-08",0,1,0,0,"Yes","No","No",,,,,,,,,45,45,7,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"17-42-40-28",0,1,1,0,"Yes","No","No",,,,,,,,,6,3,3,5,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"45-79-64-22",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,1,14,3,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"13-96-72-87",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,20,30,16,30,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"19-29-74-86",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,7,37,7,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"35-00-29-50",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,6,6,7,13,0,,,,,,,,,,,"No","No","Yes","No","No","No","No",,,,,0,0,1,0,0,0
"59-86-12-12",0,1,0,0,"Yes","No","No",,,,,,,,,7,14,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"76-11-26-21",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,30,14,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"62-32-74-83",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,7,7,2,1,"Yes","No","No","No","No","No","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"38-96-93-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29-68-16-29",0,1,1,0,"Yes","No","No",,,,,,,,,1,10,5,12,3,"No","Yes","Yes","No","No","No","No","Yes",,,,,,,,,,,,,,0,0,1,0,0,0
"81-19-19-51",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,15,5,0,2,"Yes","Yes","Yes","Yes","No","No","Yes","No",,,,,,,,,,,,,,0,0,1,0,0,0
"66-94-31-99",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,14,60,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"49-37-92-04",0,1,0,0,"Yes","No","No",,,,,,,,,9,15,7,0,3,"Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"21-55-58-12",0,1,0,0,"No","Yes","No",,,,,,,,,7,30,14,20,2,"No","Yes","Yes","Yes","Yes","Yes","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"12-96-07-43",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,7,7,15,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"93-06-19-65",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,4,33,9,0,2,"Yes","No","No","Yes","No","No","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"11-66-34-17",0,1,0,0,"Yes","No","No",,,,,,,,,14,14,21,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"56-59-99-19",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,4,12,6,0,1,"No","Yes","Yes","No","Yes","No","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"31-05-57-57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10-22-42-13",0,1,1,0,"Yes","No","No",,,,,,,,,15,15,10,10,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"78-11-12-15",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,14,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"46-31-75-02",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,15,7,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"08-59-45-61",0,1,0,0,"Yes","No","No",,,,,,,,,1,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"44-58-66-87",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,8,16,3,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"61-83-81-67",0,1,1,0,"Yes","No","No",,,,,,,,,4,4,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"05-38-54-18",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,3,3,3,1,1,"Yes","Yes","Yes","Yes","No","Yes","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"83-79-00-11",0,1,1,0,"Yes","No","No",,,,,,,,,1,2,6,7,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"01-37-46-42",0,1,1,0,"Yes","No","No",,,,,,,,,10,15,10,15,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"12-21-05-43",0,0,0,1,"Yes","No","No",,,,,,,,,2,14,14,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"91-17-37-47",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,2,30,14,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"78-30-57-92",0,0,1,0,"No","No","Yes","No","Yes","Yes","No","No","No","No",,1,14,7,14,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"46-37-91-60",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,2,21,30,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"21-41-06-23",0,1,0,0,"Yes","No","Yes","No","No","No","No","No","No","Yes",,12,28,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"72-86-62-61",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,7,2,4,5,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,,0,1,0,0,0,0
"10-25-72-61",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,21,12,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"09-97-42-13",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,30,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"40-84-03-01",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,1,60,30,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"67-68-95-71",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,22,15,31,0,5,"Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"40-87-67-76",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,6,4,20,6,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"53-06-55-30",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,5,30,30,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"27-68-03-52",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,14,21,3,1,"Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"31-09-93-80",0,1,0,0,"Yes","No","Yes","No","Yes","No","No","No","No","No",,2,14,14,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"99-42-64-05",0,1,0,0,"No","No","Yes","No","Yes","No","No","No","No","No",,5,51,15,6,2,"Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,1,1,0,0,0
"50-99-25-24",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,1,7,14,7,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"43-58-14-96",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,5,4,8,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"20-64-96-32",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,30,30,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"05-63-81-75",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,1,14,14,14,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"30-58-59-34",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"37-78-49-16",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,7,14,7,6,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"52-38-96-08",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,3,7,0,2,"Yes","Yes","Yes","Yes","Yes","No","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"74-41-82-14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39-49-23-24",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,4,7,2,3,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"01-07-36-19",0,1,0,0,"Yes","No","No",,,,,,,,,7,21,3,21,1,"No","Yes","No","No","No","No","No","No",,,"No","No","No","Yes","No","No","No",,,,,0,0,1,0,0,0
"18-35-86-78",0,1,0,0,"Yes","No","No",,,,,,,,,11,7,14,20,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"48-62-04-43",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,2,3,2,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"37-36-66-29",0,0,1,0,"No","No","Yes","No","Yes","Yes","No","No","No","No",,6,30,16,30,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"23-98-09-79",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,1,14,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"17-40-48-73",0,1,1,0,"Yes","No","No",,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"10-94-03-72",0,1,0,0,"Yes","No","No",,,,,,,,,4,14,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"99-02-51-45",0,0,1,0,"No","No","Yes","No","Yes","Yes","No","No","No","No",,14,60,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"80-26-66-95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-04-04-09",0,1,0,0,"Yes","No","No",,,,,,,,,4,12,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"90-43-64-15",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,10,3,15,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"07-17-03-20",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,14,10,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"83-78-16-55",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,3,4,7,8,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"82-41-37-73",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,3,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"57-66-78-32",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,14,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"19-38-64-11",0,1,0,0,"Yes","No","Yes","No","No","No","No","No","No","Yes",,3,7,7,14,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"09-79-30-27",0,0,1,0,"No","No","Yes","No","Yes","No","No","No","No","No",,1,19,5,5,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"16-36-46-03",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,6,7,7,14,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"29-33-47-98",0,1,1,0,"No","Yes","Yes","No","Yes","Yes","No","No","No","No",,2,60,22,14,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"71-36-42-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-26-25-13",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,2,2,4,2,"Yes","Yes","No","No","No","No","No","Yes",,,,,,,,,,,,,,0,1,0,1,0,0
"73-14-84-43",0,1,0,0,"No","Yes","No",,,,,,,,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"37-05-61-84",0,1,0,0,"Yes","No","No",,,,,,,,,30,30,3,31,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"10-79-21-80",0,1,0,0,"No","Yes","No",,,,,,,,,2,14,1,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"71-25-75-41",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,5,4,4,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"07-05-98-97",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,30,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"10-73-90-09",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,7,14,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"84-88-48-48",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,30,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"54-31-68-36",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,4,6,2,12,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"45-71-98-33",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,14,7,4,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"27-11-46-19",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,8,3,8,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"42-55-71-95",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,1,50,28,60,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"53-10-63-62",0,1,0,1,"Yes","Yes","No",,,,,,,,,3,30,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"75-46-17-40",0,1,0,0,"Yes","No","No",,,,,,,,,1,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"65-21-97-07",0,1,0,0,"No","Yes","Yes","No","No","Yes","No","No","No","No",,1,7,14,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"71-15-20-71",0,1,0,0,"No","Yes","No",,,,,,,,,7,30,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"45-78-55-42",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,14,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"79-58-56-71",0,1,0,0,"No","Yes","No",,,,,,,,,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"03-48-58-80",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,2,4,7,2,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"27-44-99-33",0,1,0,0,"Yes","No","No",,,,,,,,,7,14,7,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"36-68-49-71",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,2,30,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"68-16-01-33",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,7,28,14,5,1,"No","Yes","No","Yes","No","No","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"61-84-87-27",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,15,7,22,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"52-39-81-92",0,1,0,0,"No","Yes","No",,,,,,,,,3,14,7,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"53-10-37-83",0,1,0,0,"Yes","No","No",,,,,,,,,7,14,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"20-43-08-03",0,1,0,0,"No","Yes","No",,,,,,,,,12,60,30,2,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"82-59-96-75",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,7,7,3,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,0,1,0,0,0
"00-90-86-19",0,1,0,0,"Yes","No","No",,,,,,,,,2,2,7,2,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"49-39-09-00",0,1,0,0,"Yes","Yes","Yes","Yes","No","No","No","No","No","No",,3,14,11,8,1,"Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,1,1,0,0,0
"72-52-50-05",0,1,0,0,"No","Yes","No",,,,,,,,,5,30,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"55-72-94-92",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,41,30,41,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"58-19-75-80",0,1,0,0,"No","Yes","Yes","No","No","Yes","No","No","No","No",,2,30,7,4,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"29-86-85-66",0,1,1,0,"Yes","No","No",,,,,,,,,10,14,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"75-69-40-10",1,1,1,0,"Yes","Yes","Yes","No","Yes","Yes","No","No","No","No",,2,70,4,4,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"44-12-79-34",0,1,0,0,"Yes","Yes","No",,,,,,,,,2,6,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"91-78-46-88",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,7,10,15,20,6,"Yes","No","No","No","No","No","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"37-25-02-09",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,30,21,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"88-73-32-16",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,30,60,14,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"55-56-00-41",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,14,7,22,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"34-77-61-74",0,1,0,0,"No","Yes","No",,,,,,,,,1,30,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"33-67-48-86",0,1,0,0,"Yes","Yes","Yes","No","No","No","No","No","No","Yes",,2,45,10,12,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0
"94-42-36-98",0,1,0,0,"Yes","Yes","No",,,,,,,,,8,21,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"76-40-74-03",0,1,1,0,"Yes","No","No",,,,,,,,,7,7,2,7,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"06-67-72-60",0,1,0,0,"Yes","No","Yes","Yes","No","No","No","No","No","No",,30,30,21,9,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"28-69-62-69",0,1,1,0,"Yes","No","No",,,,,,,,,2,10,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"49-95-19-41",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,5,1,6,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"75-71-59-88",0,1,0,0,"No","Yes","No",,,,,,,,,5,6,15,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"49-01-19-20",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,30,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"06-30-46-81",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,10,4,15,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"05-55-74-03",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,3,44,6,4,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0
"56-78-80-92",0,1,0,0,"Yes","No","No",,,,,,,,,5,8,15,7,1,"No","Yes","No","No","Yes","Yes","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"25-17-27-31",0,1,0,0,"No","Yes","No",,,,,,,,,5,28,7,15,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"96-39-63-39",0,1,0,0,"No","Yes","No",,,,,,,,,1,14,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"81-42-10-54",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,1,60,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"81-46-38-58",0,0,0,1,"Yes","No","No",,,,,,,,,7,15,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"08-94-56-34",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,60,14,0,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,0,1,0,0,0
"24-87-22-92",0,1,0,0,"Yes","Yes","No",,,,,,,,,4,1,10,1,1,"Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"30-69-73-88",0,1,0,0,"Yes","No","Yes","No","No","No","No","No","No","Yes",,2,2,2,6,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0
"72-71-89-86",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,2,60,30,90,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"11-04-05-87",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,3,30,30,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"69-48-65-88",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,7,7,14,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"18-22-43-52",0,1,0,0,"No","Yes","No",,,,,,,,,16,40,16,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"92-56-88-52",0,1,0,0,"No","Yes","No",,,,,,,,,3,14,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"06-32-94-30",0,1,1,0,"No","Yes","Yes","No","Yes","Yes","No","No","No","No",,2,60,28,15,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,0,1,0,0,0
"30-41-77-21",0,1,0,0,"No","Yes","No",,,,,,,,,1,10,7,17,1,"No","No","No","No","Yes","No","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"59-58-27-54",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,2,40,42,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"13-48-51-56",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,1,30,7,14,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"13-03-04-40",0,1,0,0,"Yes","No","No",,,,,,,,,25,30,25,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"57-41-31-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48-62-05-19",0,1,0,0,"No","Yes","No",,,,,,,,,7,2,14,12,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"76-11-97-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48-19-22-90",0,1,0,0,"No","Yes","No",,,,,,,,,2,21,7,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"47-32-69-47",0,1,0,0,"Yes","Yes","No",,,,,,,,,5,16,14,20,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0
"77-95-12-00",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,50,14,14,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"04-93-15-62",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,3,30,21,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"40-11-92-91",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,7,7,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"00-61-02-75",0,1,0,0,"Yes","No","No",,,,,,,,,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"77-43-51-64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"75-26-65-92",0,1,0,0,"No","Yes","Yes","No","No","Yes","No","No","No","No",,1,7,14,17,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"76-79-59-51",0,1,0,0,"No","Yes","No",,,,,,,,,1,14,30,20,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"87-16-65-76",0,1,0,0,"No","Yes","No",,,,,,,,,3,14,10,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"06-40-10-58",0,1,1,0,"No","Yes","Yes","No","No","Yes","No","No","No","No",,2,28,10,28,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"40-73-60-05",0,1,0,0,"Yes","Yes","No",,,,,,,,,1,4,7,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"64-68-41-59",0,1,0,0,"No","Yes","Yes","Yes","No","No","No","No","No","No",,1,7,3,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
