interview__key,as10,as11,as12,as13,as14,as15,as16__1,as16__2,as16__3,as16__4,as16__5,as16__6,as16__7,as16__8,as16__9,as16__96,as16_oth,as19,as17,as18__1,as18__2,as18__3,as18__4,as18__5,as18__6,as18__7,as18__8,as18__9,as18__10,as18__11,as18__96
"23-88-68-38","No","No","Yes","Yes","Yes",5000,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"24-58-49-24","No","Yes","No","No","Yes",50,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"27-73-91-69","No","No","No","No","Yes",100,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"88-41-94-49","Yes","Yes","Yes","No","Yes",2500,"No","No","No","No","No","No","No","Yes","No","No",,"Yes","No",,,,,,,,,,,,
"83-47-45-70","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"06-72-44-70","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"85-25-38-04","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"99-72-02-18","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"76-93-76-77","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"25-81-57-24","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"18-66-56-26","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"38-35-03-16","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"87-43-13-02","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"06-72-27-90","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"10-09-48-91","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"89-20-17-64","No","Yes","No","No","Yes",200,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"61-30-29-22","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"32-64-82-60","Yes","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"05-69-71-03","No","No","No","No","Yes",2300,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"62-54-48-69","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"40-71-41-17","Yes","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"59-04-18-69","Yes","Yes","No","Yes","Yes",65,"Yes","No","Yes","No","No","No","No","Yes","No","No",,"No","No",,,,,,,,,,,,
"99-19-59-36","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
