interview__key,r_purpose_tr__id,road_4__1,road_4__2,road_4__3,road_4__4,road_4__5,road_4__6,road_4__7,road_4__8,road_4__96,road_5
"14-98-54-79","Go to the market","Yes","Yes","No","Yes","No","No","No","No","No","Once a week or more often"
"14-98-54-79","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"14-98-54-79","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"74-43-35-64","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"74-43-35-64","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"74-43-35-64","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"02-76-65-17","Go to the market","Yes","No","Yes","No","No","No","No","No","No","A few times a year"
"02-76-65-17","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"02-76-65-17","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"02-76-65-17","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"91-57-65-34","Go to the market","Yes","No","No","Yes","No","No","No","No","No","Varies/don’t know"
"91-57-65-34","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"91-57-65-34","Access medical treatment","No","No","No","Yes","No","No","No","No","No","Varies/don’t know"
"61-08-28-75","Go to the market","No","No","Yes","No","No","No","No","No","No","Once or twice a month"
"61-08-28-75","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"61-08-28-75","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
"61-08-28-75","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Less often"
"08-98-76-07","Go to the market","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"08-98-76-07","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"08-98-76-07","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"07-58-78-17","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"50-08-29-58","Go to the market","No","No","Yes","No","No","No","No","No","No","A few times a year"
"50-08-29-58","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"50-08-29-58","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"50-08-29-58","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"21-97-24-76","Go to the market","No","No","Yes","No","No","No","No","No","No","Less often"
"21-97-24-76","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"21-97-24-76","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
"21-97-24-76","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","A few times a year"
"47-86-23-98","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"47-86-23-98","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"58-41-17-07","Go to the market","Yes","No","Yes","No","No","No","No","No","No","A few times a year"
"27-41-68-88","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"27-41-68-88","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"27-41-68-88","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
"36-57-67-99","Go to the market","Yes","No","Yes","No","No","No","No","No","No","A few times a year"
"36-57-67-99","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"36-57-67-99","Access medical treatment","Yes","No","Yes","No","No","No","No","No","No","A few times a year"
"14-01-18-55","Go to the market","No","No","Yes","No","No","No","Yes","No","No","Once or twice a month"
"14-01-18-55","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"14-01-18-55","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"14-01-18-55","Visit friends/ relatives","Yes","No","Yes","No","No","No","No","No","No","Once or twice a month"
"25-45-40-50","Go to the market","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"28-45-95-92","Go to the market","Yes","No","Yes","No","No","No","No","No","No","Once or twice a month"
"28-45-95-92","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
