interview__key,road_1,road_2,road_3__1,road_3__2,road_3__3,road_3__4,road_3__5,road_3__6,road_3__7,road_3__8,road_3_oth,road_6,road_7,road_8,road_9,road_10,road_11_oth,road_12__1,road_12__2,road_12__3,road_12__4,road_12__5,road_12__6,road_12__7,road_12__96,road_12_oth,road_13,road_14__1,road_14__2,road_14__3,road_14__4,road_14__5,road_14__96,road_14_oth
"04-08-02-81","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","Yes","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"48-12-37-19","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"99-22-87-46","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","Yes","No","No","No","No",
"05-46-14-17","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,10,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"21-68-94-15","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"40-56-04-29","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","No","No","No","No",,6,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"58-04-84-61","Tarmac road","Very well passable, in both rainy and dry season","Yes","Yes","No","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"92-36-21-21","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","Yes","No","No","No",,4,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"14-57-41-87","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"96-30-76-58","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","Yes","No","No","Yes","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","Yes","No","No",
"94-10-09-72","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,7,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"63-44-25-02","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"66-67-56-06","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","Yes","No","No","Yes","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"61-94-69-82","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","Yes","No","No","No",,2,"No",,,,,,,,,,,,,,,"No","No","No","No","No","Yes",
"72-52-17-18","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","Yes","No","No","No",,5,"No",,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"90-79-08-36","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","Yes","No","No","Yes","No","No","No",,3,"No",,,,,,,,,,,,,,,"No","No","No","Yes","No","No",
