interview__key,r_members__id,live_here,absence_res,absence_res_oth,ha03,ha_rel,age,marital,ha07,religio,religio_1,educ1,educ2,school_attnd,school_attnd_oth,educ3,ex_student,year_graduate,study_program,emp_member,Ibr3,lbr13
"70-40-01-04",1,12,,"","Female","Self/Head","30","Never Married","Ndebele","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"70-40-01-04",2,12,,"","Female","Sister/Brother","37",,"tonga",,"","Form 3","No","Completed desired schooling","",,"","","","No",,
"33-37-06-20",1,12,,"","Female","Self/Head","27","Never Married","Subiya","Catholic","","Form 5","No","Not willing to attend further","",,"","","","No",,
"33-37-06-20",3,12,,"","Male","Sister/Brother","30",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"33-37-06-20",5,12,,"","Female","Sister/Brother","23",,"Subiya",,"","Form 5","No","Not willing to attend further","",,"","","","No",,
"33-37-06-20",6,12,,"","Male","Niece/Nephew","5",,"Subiya",,"","Nursey/ Kindergarten/ECD","Yes",,"",200,"","","",,,
"11-89-65-58",1,12,,"","Female","Self/Head","45","Never Married","Subiya","Other➡️ Please specify","christianity","Standard 7","No","Too expensive","",,"","","","Yes","Yes","No"
"11-89-65-58",2,12,,"","Female","Sister/Brother","42",,"subiya",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"11-89-65-58",3,12,,"","Female","Child/Adopted Child","26",,"subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"11-89-65-58",4,12,,"","Male","Niece/Nephew","22",,"subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"11-89-65-58",5,12,,"","Male","Child/Adopted Child","18",,"17",,"","Form 3","No","Other","use of drugs at school",,"","","","No",,
"11-89-65-58",6,12,,"","Female","Niece/Nephew","18",,"subiya",,"","Form 5","No","Other","passed form 5 and waiting to attend tertiary studies",,"","","","No",,
"11-89-65-58",7,12,,"","Female","Niece/Nephew","16",,"subiya",,"","Form 4","Yes",,"",,"","","","No",,
"11-89-65-58",8,12,,"","Male","Niece/Nephew","9",,"subiya",,"","Standard 4","Yes",,"",,"","","",,,
"11-89-65-58",9,12,,"","Female","Child/Adopted Child","8",,"subiya",,"","Standard 4","Yes",,"",,"","","",,,
"11-89-65-58",10,12,,"","Female","Child/Adopted Child","7",,"subiya",,"","Standard 2","Yes",,"",,"","","",,,
"11-89-65-58",11,12,,"","Male","Grandchild","2",,"subiya",,"",,"No","Too expensive","",,"","","",,,
"11-89-65-58",12,12,,"","Female","Niece/Nephew","4",,"subiya",,"",,"No","Too expensive","",,"","","",,,
"11-89-65-58",13,12,,"","Female","Child/Adopted Child","Less than 1 year",,"subiya",,"",,"No","Other","4 months old",,"","","",,,
"86-01-74-97",1,12,,"","Female","Wife/Husband","30",,"Mmirwa",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"86-01-74-97",2,12,,"","Male","Self/Head","37","Never Married","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"18-63-27-64",1,12,,"","Female","Wife/Husband","38",,"subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"18-63-27-64",2,12,,"","Male","Self/Head","48","Married monogamously","subiya","African Traditional religion","","Form 2","No","Poor academic progress","",,"","","","Yes","Yes","No"
"18-63-27-64",3,12,,"","Male","Child/Adopted Child","5",,"subiya",,"","No formal education","No","Other","still young",,"","","",,,
"18-63-27-64",4,12,,"","Male","Child/Adopted Child","10",,"subiya",,"","Standard 5","Yes",,"",,"","","",,,
"00-01-02-02",1,12,,"","Female","Self/Head","57","Widow/ Widower","Subiya!","Other➡️ Please specify","christianity","Standard 7","No","Further schooling not available","",,"","","","Yes","Yes","No"
"00-01-02-02",2,12,,"","Female","Child/Adopted Child","29",,"subiya",,"","University level",,,"",,"Gips","2017","Bachelor of business admin and marketing","No",,
"00-01-02-02",3,12,,"","Male","Child/Adopted Child","25",,"subiya",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"00-01-02-02",4,12,,"","Female","Child/Adopted Child","22",,"subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"00-01-02-02",5,12,,"","Female","Grandchild","5",,"subiya",,"","Nursey/ Kindergarten/ECD","Yes",,"",17000,"","","",,,
"00-01-02-02",6,4,"Members that left - Education","","Female","Niece/Nephew","15",,"subiya",,"","Form 1","Yes",,"",,"","","","No",,
"69-53-29-77",1,12,,"","Male","Wife/Husband","37",,"Mosobeya",,"","University level",,,"",,"Lancaster University","2013","Business management","Yes","Yes","No"
"69-53-29-77",2,12,,"","Female","Self/Head","35","Married monogamously","Mokalaka","Catholic","","Other educational training","No","Too expensive","",,"","","","No",,
"69-53-29-77",3,12,,"","Male","Father/Mother-In-Law","51",,"Mosobeya",,"","Standard 7","No","Completed desired schooling","",,"","","","No",,
"69-53-29-77",4,12,,"","Female","Child/Adopted Child","3",,"Mosobeya",,"",,"No","Too expensive","",,"","","",,,
"38-36-87-54",1,12,,"","Male","Self/Head","53","Never Married","subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 2","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"38-36-87-54",2,12,,"","Female","Other Non-Relative","39",,"subiya",,"","No formal education","No","Completed desired schooling","",,"","","","No",,
"38-36-87-54",3,12,,"","Female","Child/Adopted Child","6",,"subiya",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"96-39-11-89",1,12,,"","Female","Sister/Brother","28",,"subiya",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"96-39-11-89",2,12,,"","Female","Self/Head","42","Married monogamously","subiya","African Traditional religion","","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"96-39-11-89",3,12,,"","Female","Child/Adopted Child","7",,"subiya",,"","Standard 2","Yes",,"",,"","","",,,
"96-39-11-89",4,12,,"","Male","Child/Adopted Child","1",,"subiya",,"",,"No","Other","still young",,"","","",,,
"96-39-11-89",5,5,"New arrivals - New born","","Male","Grandchild","Less than 1 year",,"subiya",,"",,"No","Other","still a baby",,"","","",,,
"62-05-75-13",1,12,,"","Male","Self/Head","33","Married monogamously","Hambukushu","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"62-05-75-13",2,12,,"","Female","Wife/Husband","31",,"Hambukushu",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"62-05-75-13",3,12,,"","Female","Child/Adopted Child","2",,"Hambukushu",,"",,"No","Other","still young",,"","","",,,
"62-05-75-13",4,12,,"","Female","Child/Adopted Child","10",,"Hambukushu",,"","Standard 5","Yes",,"",,"","","",,,
"62-05-75-13",5,3,"New arrivals - New born","","Female","Child/Adopted Child","Less than 1 year",,"Hambukushu",,"",,"No","Other","still a baby",,"","","",,,
"62-05-75-13",6,4,"New arrivals - To look for work","","Male","Sister/Brother","29",,"Hambukushu",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"62-05-75-13",7,4,"New arrivals - To look for work","","Male","Sister/Brother","26",,"Hambukushu",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"36-43-41-97",1,11,"Members that left - Looking for work elsewhere","","Male","Other Non-Relative","40",,"Mombukushu",,"","Form 5","No","I don't Know","",,"","","","Yes","Yes","No"
"36-43-41-97",2,12,,"","Female","Other Non-Relative","38",,"Mombukushu",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"12-03-37-86",1,12,,"","Female","Self/Head","59","Widow/ Widower","Mosubiya","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Completed desired schooling","",,"","","","No",,
"12-03-37-86",2,12,,"","Female","Other Relative","44",,"Mosubiya",,"","Form 2","No","Completed desired schooling","",,"","","","No",,
"12-03-37-86",3,8,"New arrivals - Education","","Female","Other Relative","5",,"Mosarwa",,"","No formal education","Yes",,"",0,"","","",,,
"12-03-37-86",4,12,,"","Female","Child/Adopted Child","41",,"Mosubiya",,"","Form 2","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"33-44-32-83",1,12,,"","Female","Self/Head","67","Never Married","Motawana","Catholic","","Standard 7","No","Had to help at home","",,"","","","No",,
"33-44-32-83",2,12,,"","Male","Child/Adopted Child","37",,"Motawana",,"","Standard 5","No","Too expensive","",,"","","","No",,
"33-44-32-83",3,12,,"","Female","Child/Adopted Child","32",,"Motawana",,"","Standard 5","No","Too expensive","",,"","","","Yes","Yes","No"
"33-44-32-83",4,12,,"","Female","Grandchild","22",,"Motawana",,"","Standard 3","No","Too expensive","",,"","","","No",,
"39-65-48-99",1,12,,"","Male","Self/Head","56","Never Married","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Too far away","",,"","","","Yes","Yes","No"
"85-43-95-57",1,12,,"","Female","Self/Head","59","Divorced /Separated","Batawana","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Parents did not want","",,"","","","No",,
"85-43-95-57",2,12,,"","Female","Child/Adopted Child","37",,"Batawana",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"85-43-95-57",3,12,,"","Female","Child/Adopted Child","41",,"Batawana",,"","University level",,,"",,"GIPS","2000","Tourism management","Yes","Yes","No"
"85-43-95-57",4,12,,"","Male","Grandchild","5",,"Batawana",,"","Nursey/ Kindergarten/ECD","Yes",,"",10000,"","","",,,
"85-43-95-57",5,12,,"","Female","Grandchild","4",,"Batawana",,"",,"Yes",,"",10000,"","","",,,
"85-43-95-57",6,12,,"","Male","Grandchild","3",,"Batawana",,"",,"Yes",,"",10000,"","","",,,
"07-73-56-26",1,12,,"","Male","Self/Head","53","Divorced /Separated","Mosubiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"07-73-56-26",2,12,,"","Male","Sister/Brother","50",,"Mosubiya",,"","Form 2","No","Completed desired schooling","",,"","","","No",,
"07-73-56-26",3,12,,"","Female","Sister/Brother","43",,"Mosubiya",,"","Form 2","No","Completed desired schooling","",,"","","","No",,
"07-73-56-26",4,12,,"","Male","Sister/Brother","35",,"Mosubiya",,"","Form 3","No","Too expensive","",,"","","","Yes","Yes","No"
"07-73-56-26",5,12,,"","Male","Sister/Brother","27",,"Mosubiya",,"","Form 3","No","Too expensive","",,"","","","Yes","Yes","No"
"07-73-56-26",6,12,,"","Female","Niece/Nephew","13",,"Mosubiya",,"","Standard 6","Yes",,"",,"","","","No",,
"07-73-56-26",7,12,,"","Male","Niece/Nephew","5",,"Mosubiya",,"","No formal education","No","Other","Minor",,"","","",,,
"00-16-25-60",1,12,,"","Female","Child/Adopted Child","16",,"San",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"00-16-25-60",2,12,,"","Female","Wife/Husband","28",,"San",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"00-16-25-60",3,12,,"","Male","Child/Adopted Child","8",,"San",,"","Standard 2","Yes",,"",,"","","",,,
"00-16-25-60",4,12,,"","Female","Child/Adopted Child","13",,"San",,"","Standard 6","Yes",,"",,"","","","No",,
"05-35-63-46",1,12,,"","Female","Self/Head","29","Never Married","subiya","African Traditional religion","","Form 3","No","Poor academic progress","",,"","","","No",,
"05-35-63-46",2,12,,"","Female","Sister/Brother","28",,"subiya",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"05-35-63-46",3,5,"New arrivals - Other economic reasons","","Male","Wife/Husband","35",,"yei",,"","University level",,,"",,"limkokwing University","2012","multimedia","No",,
"05-35-63-46",4,12,,"","Female","Child/Adopted Child","6",,"Tswana subgroup",,"","Standard 1","Yes",,"",,"","","",,,
"05-35-63-46",5,12,,"","Male","Child/Adopted Child","1",,"subiya",,"",,"No","Other","still a baby",,"","","",,,
"05-35-63-46",6,12,,"","Female","Niece/Nephew","6",,"Kalanga",,"","Standard 1","Yes",,"",,"","","",,,
"05-35-63-46",7,12,,"","Male","Brother/Sister-In-Law","28",,"kalanga",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"00-34-52-14",1,12,,"","Female","Sister/Brother","39",,"subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"00-34-52-14",2,12,,"","Female","Sister/Brother","46",,"subiya",,"","Form 2","No","Poor academic progress","",,"","","","Yes","Yes","No"
"00-34-52-14",3,12,,"","Female","Niece/Nephew","18",,"subiya",,"","Form 3","Yes",,"",,"","","","No",,
"00-34-52-14",4,12,,"","Male","Niece/Nephew","24",,"subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"00-34-52-14",5,12,,"","Male","Niece/Nephew","6",,"subiya",,"","Standard 1","Yes",,"",,"","","",,,
"00-34-52-14",6,12,,"","Male","Niece/Nephew","6",,"subiya",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"00-34-52-14",7,12,,"","Male","Self/Head","42","Never Married","subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"81-06-64-01",1,12,,"","Female","Self/Head","26","Never Married","Subiya","Catholic","","Form 3","No","Poor academic progress","",,"","","","Yes","No","Yes"
"81-06-64-01",2,12,,"","Female","Sister/Brother","24",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"81-06-64-01",3,6,"New arrivals - To look for work","","Female","Sister/Brother","23",,"Mosubiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"81-06-64-01",4,11,"Members that left - Other economic reasons","","Female","Sister/Brother","20",,"San",,"","Other educational training","No","Other","she completed her carpentry course",,"","","","No",,
"81-06-64-01",5,12,,"","Female","Niece/Nephew","2",,"Subiya",,"",,"No","Other","he is still young",,"","","",,,
"81-06-64-01",6,12,,"","Female","Child/Adopted Child","6",,"Subiya",,"","Standard 1","Yes",,"",,"","","",,,
"84-33-06-87",1,12,,"","Female","Self/Head","53","Divorced /Separated","Tswana","Catholic","","Standard 7","No","Sickness or calamity in family","",,"","","","No",,
"84-33-06-87",2,12,,"","Female","Child/Adopted Child","43",,"Tswana",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"84-33-06-87",3,12,,"","Male","Grandchild","25",,"Tswana",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"84-33-06-87",4,12,,"","Male","Grandchild","22",,"Tswana",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"84-33-06-87",5,12,,"","Male","Grandchild","15",,"Tswana",,"","Standard 3","Yes",,"",,"","","","No",,
"84-33-06-87",6,12,,"","Male","Grandchild","13",,"Tswana",,"","Standard 7","Yes",,"",,"","","","No",,
"84-33-06-87",7,12,,"","Male","Grandchild","11",,"Tswana",,"","Standard 6","Yes",,"",,"","","","No",,
"84-33-06-87",8,12,,"","Male","Grandchild","5",,"Tswana",,"","No formal education","No","Other","Too young",,"","","",,,
"84-33-06-87",9,12,,"","Female","Grandchild","2",,"Tswana",,"",,"No","Other","Too young",,"","","",,,
"85-48-53-30",1,12,,"","Male","Self/Head","47","Never Married","subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"61-17-81-33",1,12,,"","Female","Self/Head","43","Never Married","Kalanga","African Traditional religion","","Form 3","No","Poor academic progress","",,"","","","No",,
"61-17-81-33",2,12,,"","Male","Other Non-Relative","37",,"san",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"61-17-81-33",3,12,,"","Male","Wife/Husband","40",,"Khurutshe",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"70-67-46-48",1,12,,"","Female","Self/Head","38","Never Married","Morotsi","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"70-67-46-48",2,12,,"","Male","Other Non-Relative","49",,"Motebele",,"","Form 4","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"70-67-46-48",3,12,,"","Female","Child/Adopted Child","20",,"Motswana",,"","Form 5","No","Had to help at home","",,"","","","No",,
"70-67-46-48",4,12,,"","Male","Child/Adopted Child","12",,"Motebele",,"","Standard 6","Yes",,"",,"","","","No",,
"08-84-58-33",1,12,,"","Female","Self/Head","36","Never Married","Monajwa","African Traditional religion","","Form 3","No","Poor academic progress","",,"","","","No",,
"08-84-58-33",2,12,,"","Female","Child/Adopted Child","12",,"Kgatla",,"","Form 1","Yes",,"",,"","","","No",,
"08-84-58-33",3,12,,"","Male","Child/Adopted Child","11",,"kgatla",,"","Standard 7","Yes",,"",,"","","","No",,
"08-84-58-33",4,12,,"","Female","Child/Adopted Child","4",,"kgatla",,"",,"No","Other","still young",,"","","",,,
"17-96-77-43",1,12,,"","Female","Grandchild","30",,"KALANGA",,"","Form 2","No","Other","PEER PRESSURE AND ALCOHOL",,"","","","No",,
"17-96-77-43",2,12,,"","Male","Grandchild","19",,"KALANGA",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","Yes"
"17-96-77-43",3,12,,"","Male","Child/Adopted Child","32",,"KALANGA",,"","Form 2","No","Other","PEER PRESSURE, MISBEHAVING AT SCHOOL",,"","","","No",,
"17-96-77-43",4,12,,"","Female","Grandchild","18",,"KALANGA",,"","Form 1","No","Pregnancy","",,"","","","No",,
"17-96-77-43",5,12,,"","Female","Grandchild","17",,"KALANGA",,"","Form 1","No","Pregnancy","",,"","","","No",,
"17-96-77-43",6,12,,"","Male","Grandchild","19",,"KALANGA",,"","Standard 1","No","Other","WAS NOT INTERESTED IN SCHOOL",,"","","","No",,
"05-74-99-19",1,12,,"","Female","Self/Head","44","Married monogamously","Subiya","Other➡️ Please specify","Goes to different churches does not have a religion yet","Form 2","No","Too expensive","",,"","","","Yes","Yes","No"
"05-74-99-19",2,10,"New arrivals - Returned home from abduction/displacement","","Male","Wife/Husband","49",,"Yeyi",,"","Form 2","No","Too expensive","",,"","","","Yes","No","Yes"
"05-74-99-19",3,12,,"","Female","Child/Adopted Child","25",,"Mosubiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"05-74-99-19",4,12,,"","Female","Child/Adopted Child","12",,"Subiya",,"","Standard 7","Yes",,"",,"","","","No",,
"05-74-99-19",5,12,,"","Male","Child/Adopted Child","7",,"Subiya",,"","Standard 1","Yes",,"",,"","","",,,
"58-76-16-53",1,12,,"","Male","Self/Head","68","Widow/ Widower","SAN","African Traditional religion","","Standard 7","No","Poor school quality","",,"","","","No",,
"58-76-16-53",2,12,,"","Female","Child/Adopted Child","32",,"SAN",,"","Standard 7","No","Pregnancy","",,"","","","No",,
