interview__key,ctry,region,consti,ea,hhid,res_ident,attempt_1,reason_not_interviewed,reason_not_interviewed_other,replacement,is_replacement,interviewed_consent,res_head,res_rel,interview_possible
"83-59-21-47","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033005","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"78-07-95-11","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032711","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"70-58-67-82","Namibia","Zambezi","Kabbe South","Ngoma","300016043911","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"47-04-86-67","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022012","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"92-02-45-21","Namibia","Zambezi","Kongola","Mayuni","300015043414","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"88-75-68-17","Namibia","Zambezi","Kabbe South","Ngoma","300016043906","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"24-82-46-82","Namibia","Zambezi","Kabbe South","Ngoma","300016043914","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"21-42-97-88","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032904","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"87-09-20-52","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010912","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"68-10-75-89","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032810","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"43-52-85-97","Namibia","Zambezi","Kongola","Gesthemane","300015043208","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"00-31-45-58","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043111","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"89-47-55-13","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032909","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"86-75-09-05","Namibia","Zambezi","Kabbe South","Ngoma","300016043907","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"70-15-38-18","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032911","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"13-43-56-11","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010914","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"41-78-59-34","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033010","Yes",,,"",,"No",1,"Representative of the head","Nephew","Yes"
"76-42-64-83","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033013","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"60-08-55-10","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010903","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"09-76-96-87","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032806","No","Yes","Other (Specify)","Elefina Litaba  now lives with her daughter chaze Litaba, she no longer have her own household ... replaced","Yes","Yes",1,"Head of the household",,"Yes"
"24-13-90-91","Namibia","Zambezi","Kabbe South","Ngoma","300016043908","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"79-64-90-22","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010913","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"88-15-47-53","Namibia","Zambezi","Kabbe South","Ngoma","300016043912","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-17-56-50","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021905","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"65-73-74-13","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043104","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"78-26-64-75","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010807","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"57-56-64-78","Namibia","Zambezi","Kongola","Mawizyu","300015043301","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"79-27-11-92","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010803","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"01-06-16-47","Namibia","Zambezi","Kongola","Gesthemane","300015043206","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"80-39-36-38","Namibia","Zambezi","Kongola","Gesthemane","300015043204","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"96-17-52-94","Namibia","Zambezi","Kabbe South","Makoma","300016044012","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"67-51-54-29","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032713","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"94-25-30-28","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032808","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"99-05-99-45","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022002","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"55-49-77-29","Namibia","Zambezi","Kongola","Mayuni","300015043405","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"59-94-70-54","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043802","No","Yes","No competent respondent at time of the visit","","Yes","Yes",1,"Head of the household",,"Yes"
"18-48-78-90","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043812","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"91-78-23-71","Namibia","Zambezi","Kongola","Mayuni","300015043401","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"79-02-43-99","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043803","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"05-99-22-70","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032714","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"19-70-78-40","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032704","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"24-76-11-61","Namibia","Zambezi","Kabbe South","Makoma","300016044010","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"01-56-68-49","Namibia","Zambezi","Kongola","Mayuni","300015043415","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"48-81-58-75","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032914","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"88-17-46-63","Namibia","Zambezi","Katima Mulilo Rural","Chabalala","300011010603","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"64-24-89-62","Namibia","Zambezi","Kabbe South","Ngoma","300016043904","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"79-97-16-20","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032708","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"22-78-59-76","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032906","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"68-66-94-81","Namibia","Zambezi","Kongola","Mayuni","300015043407","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"55-05-77-24","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043106","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"96-11-62-92","Namibia","Zambezi","Kabbe South","Ngoma","300016043913","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"78-34-55-08","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043815","No","Yes","Other (Specify)","death","Yes","Yes",1,"Head of the household",,"Yes"
"62-52-92-33","Namibia","Zambezi","Kongola","Gesthemane","300015043201","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"11-84-22-34","Namibia","Zambezi","Kongola","Mayuni","300015043413","Yes",,,"",,"No",1,"Representative of the head","Sister","Yes"
"75-25-19-33","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032706","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"25-28-42-89","Namibia","Zambezi","Kongola","Gesthemane","300015043216","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"17-22-63-49","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032903","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"75-11-04-39","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032809","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"42-13-72-77","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032709","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"22-71-31-86","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032715","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"72-79-67-76","Namibia","Zambezi","Kongola","Gesthemane","300015043215","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"55-61-00-58","Namibia","Zambezi","Kabbe North","Ntonda","300012021603","Yes",,,"",,"No",1,"Representative of the head","Sister","Yes"
"83-84-11-33","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032907","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"57-06-39-78","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032912","Yes",,,"",,"No",1,"Representative of the head","Granddaughter","Yes"
"28-44-47-60","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043115","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"99-83-86-30","Namibia","Zambezi","Kabbe North","Ntonda","300012021613","No","Yes","Household not found","","Yes","Yes",1,"Head of the household",,"Yes"
"95-87-87-82","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032908","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"51-10-14-61","Namibia","Zambezi","Kabbe South","Ngoma","300016043901","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"38-80-77-22","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032705","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"32-85-49-35","Namibia","Zambezi","Kongola","Mayuni","300015043409","No","Yes","Refused","","Yes","Yes",1,"Head of the household",,"Yes"
"67-57-93-16","Namibia","Zambezi","Kongola","Mayuni","300015043404","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"66-09-29-33","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021910","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"88-76-61-78","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021205","No","Yes","Other (Specify)","Death","Yes","Yes",1,"Head of the household",,"Yes"
"45-30-93-43","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032712","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"39-72-47-05","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032905","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"91-78-19-91","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032702","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"80-88-34-81","Namibia","Zambezi","Katima Mulilo Rural","Impalila South","300011043716","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"00-93-28-41","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032701","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"15-34-12-49","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032812","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"57-48-46-10","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032913","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"17-87-43-63","Namibia","Zambezi","Kabbe South","Makoma","300016044007","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"11-23-87-11","Namibia","Zambezi","Kabbe South","Makoma","300016044013","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"33-90-70-88","Namibia","Zambezi","Kongola","Mayuni","300015043402","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"42-88-20-46","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043807","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"56-60-42-49","Namibia","Zambezi","Kongola","Mayuni","300015043403","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"06-49-16-95","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032902","Yes",,,"",,"No",1,"Representative of the head","Granddaughter","Yes"
"14-59-43-81","Namibia","Zambezi","Kongola","Mayuni","300015043406","Yes",,,"",,"No",1,"Representative of the head","Granddaughter","Yes"
"43-19-04-75","Namibia","Zambezi","Kabbe North","Ntonda","300012021611","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"25-55-58-39","Namibia","Zambezi","Kongola","Mayuni","300015043408","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"56-55-71-21","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043811","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"26-16-97-29","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043809","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"94-40-34-45","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043801","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"57-09-13-31","Namibia","Zambezi","Kongola","Gesthemane","300015043211","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"06-81-92-15","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032710","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"71-51-46-91","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054511","No","Yes","None at home for extended amount of time","","Yes","Yes",1,"Head of the household",,"Yes"
"99-70-86-40","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021204","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"54-72-28-02","Namibia","Zambezi","Kongola","Mawizyu","300015043314","No","Yes","Other (Specify)","not available","Yes","Yes",1,"Head of the household",,"Yes"
"93-06-95-85","Namibia","Zambezi","Kabbe North","Ntonda","300012021604","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"44-70-83-36","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054503","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"76-32-33-95","Namibia","Zambezi","Kabbe North","Ntonda","300012021606","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"01-38-25-96","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021212","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"89-39-79-72","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032707","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"00-49-63-51","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043110","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"76-58-89-37","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021216","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"20-56-52-98","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054611","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"64-47-42-17","Namibia","Zambezi","Kongola","Gesthemane","300015043205","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"13-81-47-95","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032811","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"29-99-72-08","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054615","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"24-83-83-50","Namibia","Zambezi","Kabbe North","Ntonda","300012021607","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"47-22-90-00","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043114","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"98-86-29-38","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054606","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"38-47-12-60","Namibia","Zambezi","Kabbe North","Ntonda","300012021605","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"28-88-27-77","Namibia","Zambezi","Kabbe North","Ntonda","300012021612","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"29-11-74-01","Namibia","Zambezi","Kongola","Mayuni","300015043412","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"23-17-08-61","Namibia","Zambezi","Kongola","Mawizyu","300015043302","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"09-04-42-43","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021214","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"60-44-87-63","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054609","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"37-91-11-53","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021207","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"24-83-18-16","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010904","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"43-94-30-73","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054612","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"98-89-20-76","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010906","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"18-82-94-56","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054613","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"15-08-96-97","Namibia","Zambezi","Kongola","Mawizyu","300015043308","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"59-27-01-58","Namibia","Zambezi","Kongola","Mawizyu","300015043313","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"06-40-81-20","Namibia","Zambezi","Kongola","Mawizyu","300015043306","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"63-00-59-35","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054504","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"20-12-20-33","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043806","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"13-16-46-47","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043808","No","Yes","Other (Specify)","passed away and no one lives in the household","Yes","Yes",1,"Head of the household",,"Yes"
"12-47-95-08","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043112","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"49-36-47-00","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054514","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"69-98-34-60","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054505","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"11-55-67-72","Namibia","Zambezi","Sibbinda","Sibbinda 1","300013021906","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"86-18-52-98","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043805","Yes",,,"",,"No",1,"Representative of the head","Grandson","Yes"
"59-98-46-38","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054510","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"87-83-58-77","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043813","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"15-59-01-11","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043814","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"74-82-76-84","Namibia","Zambezi","Kongola","Gesthemane","300015043214","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"08-93-57-76","Namibia","Zambezi","Kabbe North","Ntonda","300012021608","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"70-90-57-92","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021215","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"50-31-04-37","Namibia","Zambezi","Katima Mulilo Rural","Mpyuu","300011010708","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"67-02-08-74","Namibia","Zambezi","Kongola","Mawizyu","300015043304","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"53-15-78-38","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054513","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"32-33-43-26","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010909","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"46-04-74-49","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021203","No","Yes","Other (Specify)","household member passed on.","Yes","Yes",1,"Head of the household",,"Yes"
"35-13-76-39","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054509","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"16-06-75-38","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032814","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"27-27-07-57","Namibia","Zambezi","Kongola","Mawizyu","300015043312","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"02-68-96-18","Namibia","Zambezi","Kabbe South","Nakabolelwa","300016043810","No","Yes","Other (Specify)","household passed away there's no one left at the house","Yes","Yes",1,"Head of the household",,"Yes"
"43-77-79-21","Namibia","Zambezi","Kongola","Mawizyu","300015043311","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"11-26-50-63","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054506","Yes",,,"",,"No",1,"Representative of the head","Grandson","Yes"
"28-01-01-55","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021211","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"32-20-61-73","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 2","300014032901","No","No",,"","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"20-30-02-96","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043103","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"91-05-38-43","Namibia","Zambezi","Kabbe North","Ntonda","300012021610","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"44-19-28-63","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021201","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"72-93-96-93","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010905","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"97-14-34-77","Namibia","Zambezi","Kongola","Mawizyu","300015043307","No","Yes","Dwelling destroyed","","Yes","Yes",1,"Head of the household",,"Yes"
"23-83-04-10","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054610","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"66-67-12-43","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010907","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"10-88-25-17","Namibia","Zambezi","Kongola","Gesthemane","300015043209","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"15-20-57-47","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021209","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"36-81-71-64","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054601","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"34-71-72-72","Namibia","Zambezi","Kabbe North","Ntonda","300012021615","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"66-60-15-44","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021208","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"86-30-61-13","Namibia","Zambezi","Kabbe North","Ntonda","300012021601","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"36-54-39-30","Namibia","Zambezi","Kongola","Mawizyu","300015043305","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-23-76-31","Namibia","Zambezi","Kabbe North","Ntonda","300012021614","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"22-34-78-24","Namibia","Zambezi","Kongola","Mawizyu","300015043303","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"78-05-45-34","Namibia","Zambezi","Kongola","Mawizyu","300015043309","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"05-02-80-96","Namibia","Zambezi","Judea Lyaboloma","Sachona","300014032703","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"83-39-85-57","Namibia","Zambezi","Kongola","Mawizyu","300015043310","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"02-11-27-45","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010813","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"66-26-16-39","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021202","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-47-09-34","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054604","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-42-03-33","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010802","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"24-64-36-53","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010901","No","No",,"","Yes","Yes",1,"Head of the household",,"Yes"
"39-16-84-49","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033004","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"65-82-18-72","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054512","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"98-04-19-51","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010806","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"33-66-03-17","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043113","Yes",,,"",,"No",1,"Representative of the head","Other female relative","Yes"
"23-12-49-21","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043107","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"95-95-21-82","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043105","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"84-16-65-13","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032807","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"35-36-66-35","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010808","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"22-48-72-19","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010805","No","Yes","Other (Specify)","deceased","Yes","Yes",1,"Head of the household",,"Yes"
"16-02-48-49","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032813","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"88-09-49-72","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033007","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"46-87-53-18","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010804","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"24-20-26-70","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043109","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"52-82-33-48","Namibia","Zambezi","Kabbe North","Imukusi","300012021309","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"26-48-97-52","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033008","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"33-86-77-56","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043101","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"78-86-05-10","Namibia","Zambezi","Katima Mulilo Rural","Liselo","300011010105","No","Yes","Household not found","","Yes","Yes",1,"Head of the household",,"Yes"
"15-96-39-00","Namibia","Zambezi","Katima Mulilo Rural","Bukalo B","300011010512","No","Yes","Household not found","","Yes","Yes",1,"Head of the household",,"Yes"
"39-41-06-02","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033002","Yes",,,"",,"No",1,"Head of the household",,"Yes"
