interview__key,r_otherincome__id,inc_oth_amt,int_oth_income,who_other_income__0,who_other_income__1,who_other_income__2,who_other_income__3,othinc_pr,othinc_pr_oth,othinc_provider,othinc_provider_oth,benefits,oth_benefits,oth_income_use__1,oth_income_use__2,oth_income_use__3,oth_income_use__4,oth_income_use__5,oth_income_use__6,oth_income_use__7,oth_income_use__96,otherinc_use_others
"08-77-46-38","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Pension","","National government","","Cash","",0,1,2,3,0,0,0,0,""
"85-57-73-17","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",2600,"Monthly",1,6,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,2,3,0,0,0,0,""
"48-05-99-35","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1500,"Every three months",1,.a,.a,.a,,"",,"",,"",0,1,2,0,3,0,4,0,""
"97-33-85-90","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300,"Every three months",1,.a,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"10-54-97-94","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",2600,"Monthly",2,5,.a,.a,,"",,"",,"",0,1,0,2,0,3,0,0,""
"50-35-50-04","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",2600,"Monthly",1,2,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"62-96-39-45","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",3,.a,.a,.a,"Pension","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"44-55-26-98","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",750,"Monthly",2,.a,.a,.a,"Poverty reduction program","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"93-47-96-78","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","NGO","","Cash","",0,1,2,0,0,0,0,0,""
"18-43-28-32","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Pension","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"87-15-89-67","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Monthly",2,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"24-85-21-24","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","NGO","","Cash","",0,1,2,0,0,0,0,0,""
"91-48-78-65","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1100,"Monthly",2,.a,.a,.a,"Education subsidy","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"26-89-84-58","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,2,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,2,3,0,0,0,0,""
"59-38-71-66","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",250,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"59-38-71-66","Other➡️specify:",500,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"77-80-39-86","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Pension","","National government","","Cash","",0,1,0,0,0,0,0,2,"Paying water bills"
"36-99-07-56","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Lump sum (single payment)",1,.a,.a,.a,"Others ➡️ Specify","support","National government","","Cash","",0,1,0,0,2,0,0,0,""
"36-99-07-56","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",2,.a,.a,.a,"Pension","","National government","","Cash","",0,1,0,3,2,0,0,0,""
"44-34-32-32","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100,"Monthly",1,.a,.a,.a,,"",,"",,"",0,0,0,1,0,0,0,0,""
"53-52-93-15","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",250,"Monthly",2,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"58-35-74-86","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",2,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,2,3,0,0,0,0,""
"23-82-30-50","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",900,"Lump sum (single payment)",1,.a,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"99-14-10-16","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1000,"Monthly",1,2,4,.a,"Poverty reduction program","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"55-02-31-58","Other➡️specify:",300,"Every three months",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"55-65-32-92","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Pension","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"41-51-06-54","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",6000,"Every three months",1,.a,.a,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"07-18-54-62","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300,"Monthly",2,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"73-70-79-76","Rental income, commercial (shop, store)",800,"Monthly",1,2,.a,.a,"Others ➡️ Specify","Rent Money","Other➡️specify","None","Cash","",0,1,2,0,0,0,0,0,""
"73-70-79-76","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Pension","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"40-83-72-17","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",2,.a,.a,.a,"Education subsidy","","National government","","Cash","",0,2,1,0,0,0,0,0,""
"23-74-18-51","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",7,8,.a,.a,"Education subsidy","","National government","","Cash","",0,1,2,3,0,4,0,0,""
"18-88-43-52","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,2,0,3,0,0,""
"72-37-85-07","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",4,5,.a,.a,"Poverty reduction program","","NGO","","Cash","",0,1,2,0,0,0,0,0,""
"84-90-52-18","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",600,"Every three months",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"94-23-16-05","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",250,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"99-83-95-63","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,2,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,2,3,0,0,0,0,""
"46-29-66-50","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",250,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"46-29-66-50","Savings, interest or other investment income",500,"Lump sum (single payment)",2,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,2,"Sometimes they just save the money"
"82-09-67-93","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1300,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,2,3,4,0,0,""
"34-98-47-22","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,2,0,0,0,0,""
"04-97-48-20","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","NGO","","Cash","",0,1,2,0,0,0,0,0,""
"99-10-52-87","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"25-20-66-75","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1300,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"98-95-69-84","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",3,.a,.a,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"59-94-58-22","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",200,"Monthly",1,.a,.a,.a,"Education subsidy","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"40-32-33-96","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",600,"Monthly",1,.a,.a,.a,"Others ➡️ Specify","from relatives","Other➡️specify","individual","Cash","",0,1,0,0,0,0,0,0,""
"40-32-33-96","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",2600,"Monthly",1,2,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,2,3,0,0,0,0,""
"18-30-46-42","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1800,"Monthly",1,2,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"16-76-24-92","Savings, interest or other investment income",2000,"Lump sum (single payment)",1,.a,.a,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"90-75-59-18","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",1,.a,.a,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"01-70-02-35","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1550,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,2,3,0,4,0,0,""
"23-94-09-23","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1300,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"08-72-61-50","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Monthly",3,5,.a,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"83-59-21-47","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"78-07-95-11","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",2600,"Monthly",1,2,.a,.a,"Older persons cash transfer","","NGO","","Cash","",0,1,2,0,0,0,0,0,""
"70-58-67-82","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",1,.a,.a,.a,"Poverty reduction program","","National government","","Food","",0,1,0,0,0,0,0,0,""
"47-04-86-67","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"92-02-45-21","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"88-75-68-17","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,2,3,4,0,0,""
"24-82-46-82","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"21-42-97-88","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",1,.a,.a,.a,"Poverty reduction program","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"43-52-85-97","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Every three months",3,.a,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"00-31-45-58","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",250,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"89-47-55-13","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,2,3,0,0,0,""
"86-75-09-05","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",500,"Monthly",2,.a,.a,.a,"Education subsidy","","National government","","Cash","",0,2,1,0,0,0,0,0,""
"70-15-38-18","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",3,.a,.a,.a,"Education subsidy","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"13-43-56-11","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",750,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"41-78-59-34","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",130,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"76-42-64-83","Payments for environmental/ecological services or nature conservation for instance, payments by the conservancies",250,"Monthly",1,.a,.a,.a,,"",,"",,"",0,0,1,0,0,0,0,0,""
"60-08-55-10","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",500,"Monthly",1,2,.a,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"24-13-90-91","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",500,"Monthly",2,4,.a,.a,"Education subsidy","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"79-64-90-22","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Monthly",2,.a,.a,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"74-17-56-50","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,2,.a,.a,"Pension","","National government","","Food","",0,1,0,2,0,0,0,0,""
"78-26-64-75","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1500,"Every three months",1,.a,.a,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"79-27-11-92","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",3500,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,2,3,4,5,0,0,""
"01-06-16-47","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",1,.a,.a,.a,"Poverty reduction program","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"80-39-36-38","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1500,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"96-17-52-94","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",500,"Monthly",2,.a,.a,.a,"Poverty reduction program","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"67-51-54-29","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"94-25-30-28","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",500,"Monthly",3,4,.a,.a,"Poverty reduction program","","NGO","","Cash","",0,1,2,0,0,0,0,0,""
"99-05-99-45","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Pension","","National government","","Cash","",0,1,2,0,3,0,0,0,""
"55-49-77-29","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",250,"Monthly",2,.a,.a,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"59-94-70-54","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1500,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,2,3,4,5,0,0,""
"18-48-78-90","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",2,.a,.a,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,2,0,0,0,0,""
"91-78-23-71","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Pension","","National government","","Cash","",0,1,0,0,2,0,0,3,"Paying the cattle herder"
"79-02-43-99","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Others ➡️ Specify","Disability","NGO","","Cash","",0,2,0,1,0,0,0,0,""
"05-99-22-70","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,0,2,0,0,0,""
"19-70-78-40","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",3,.a,.a,.a,"Poverty reduction program","","NGO","","Cash","",0,1,2,0,0,0,0,0,""
"01-56-68-49","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",13000,"Monthly",2,.a,.a,.a,"Others ➡️ Specify","Salary","National government","","Cash","",0,1,2,3,4,0,0,0,""
"64-24-89-62","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",1,2,0,3,4,5,0,0,""
"79-97-16-20","Payments for environmental/ecological services or nature conservation for instance, payments by the conservancies",1300,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"68-66-94-81","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",3100,"Monthly",1,2,3,.a,"Poverty reduction program","","Both national and local governments","","Cash","",0,2,1,0,0,0,0,3,"Bills like water"
"55-05-77-24","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1300,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"62-52-92-33","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",250,"Monthly",2,.a,.a,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"11-84-22-34","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",2,.a,.a,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"75-25-19-33","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1300,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,2,3,0,0,0,""
"25-28-42-89","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",1,.a,.a,.a,"Education subsidy","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"17-22-63-49","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Monthly",2,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"75-11-04-39","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Lump sum (single payment)",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"42-13-72-77","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",2,.a,.a,.a,"Education subsidy","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"72-79-67-76","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",700,"Monthly",1,.a,.a,.a,"Pension","","National government","","Cash","",0,1,2,3,5,4,0,0,""
"55-61-00-58","Other➡️specify:",1000,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,2,3,0,0,0,""
"57-06-39-78","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1800,"Monthly",1,3,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"99-83-86-30","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,4,2,0,3,0,0,""
"51-10-14-61","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",750,"Monthly",2,3,4,.a,"Education subsidy","","National government","","Cash","",0,1,2,3,0,0,0,0,""
"32-85-49-35","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"66-09-29-33","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",800,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,2,3,4,5,0,0,""
"88-76-61-78","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",750,"Monthly",1,.a,.a,.a,"Poverty reduction program","","NGO","","Cash","",0,1,2,3,0,0,0,0,""
"39-72-47-05","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",600,"Every three months",2,.a,.a,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"91-78-19-91","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1300,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"80-88-34-81","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",2,.a,.a,.a,"Education subsidy","","National government","","Food","",0,1,2,0,0,0,0,0,""
"00-93-28-41","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","NGO","","Cash","",0,1,2,0,0,0,0,0,""
"15-34-12-49","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",450,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"57-48-46-10","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",3350,"Monthly",1,2,3,4,"Older persons cash transfer","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"17-87-43-63","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",2800,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,2,3,0,4,0,0,""
"11-23-87-11","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Monthly",1,2,.a,.a,"Emergency relief","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"11-23-87-11","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,2,.a,.a,"Emergency relief","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"42-88-20-46","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Monthly",1,2,.a,.a,"Others ➡️ Specify","money from my children","Other➡️specify","individual","Cash","",0,1,0,0,0,0,0,0,""
"42-88-20-46","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1800,"Monthly",1,2,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,2,3,0,0,0,0,""
"56-60-42-49","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",250,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"06-49-16-95","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1300,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"14-59-43-81","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1300,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"43-19-04-75","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Monthly",1,.a,.a,.a,"Emergency relief","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"43-19-04-75","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Pension","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"56-55-71-21","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",750,"Monthly",2,.a,.a,.a,"Poverty reduction program","","NGO","","Cash","",0,1,2,3,0,0,0,0,""
"26-16-97-29","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",2500,"Monthly",1,2,.a,.a,,"",,"",,"",0,1,2,0,3,4,0,0,""
"94-40-34-45","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",3600,"Monthly",1,5,.a,.a,,"",,"",,"",0,1,2,3,4,5,0,0,""
"93-06-95-85","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1300,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,4,2,3,5,0,0,""
"44-70-83-36","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Every three months",1,.a,.a,.a,"Emergency relief","","Local county government","","Cash","",0,1,0,0,0,0,0,0,""
"44-70-83-36","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","NGO","","Cash","",0,1,0,0,0,0,0,0,""
"01-38-25-96","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"00-49-63-51","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1300,"Monthly",1,.a,.a,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"20-56-52-98","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",250,"Monthly",3,5,6,.a,"Education subsidy","","National government","","Cash","",0,1,2,3,0,0,0,0,""
"64-47-42-17","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Pension","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"13-81-47-95","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Monthly",4,5,.a,.a,,"",,"",,"",0,0,1,0,0,0,0,0,""
"29-99-72-08","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",4300,"Monthly",1,.a,.a,.a,"Pension","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"24-83-83-50","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300,"Every three months",1,.a,.a,.a,"Emergency relief","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"24-83-83-50","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Every three months",1,.a,.a,.a,"Pension","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"47-22-90-00","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",2600,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"98-86-29-38","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,2,.a,.a,"Pension","","National government","","Cash","",0,1,0,2,3,0,0,0,""
"38-47-12-60","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",2,.a,.a,.a,"Healthcare benefits","","National government","","Cash","",0,1,2,3,4,5,0,0,""
"28-88-27-77","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",1300,"Monthly",1,.a,.a,.a,"Older persons cash transfer","","National government","","Cash","",0,1,2,3,5,4,0,0,""
"60-44-87-63","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",250,"Monthly",2,.a,.a,.a,,"",,"",,"",0,2,1,0,0,0,0,0,""
"24-83-18-16","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",3000,"Every 6 months",1,.a,.a,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
