interview__key,h02,h03,h03_oth,h04,h04_oth,h05,h05_oth,h06,h06_oth,h07,h07_oth
"77-20-39-35",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"71-78-53-70",2,"Iron sheets","","Mud with poles","","Ceramic or other tiles","","Piped water (house or public)","","No facility/Bush/polythene",""
"46-91-82-56",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"20-85-85-47",1,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"34-53-75-33",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"56-13-50-35",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"58-38-99-88",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"81-26-40-75",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"39-76-70-00",3,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"84-11-99-46",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"07-72-86-35",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"76-67-31-58",1,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"37-57-47-28",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"01-40-66-32",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Other, Specify","No water, they pays neighbours from households with piped water from the same vicinities","No facility/Bush/polythene",""
"13-26-58-11",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"53-48-83-71",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"27-13-62-90",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"85-22-01-46",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"69-98-12-23",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"13-16-89-71",1,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"56-66-41-20",2,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"81-47-86-65",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"93-67-97-18",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"38-26-42-37",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"05-99-34-61",6,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"82-77-34-88",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"58-42-23-81",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"41-08-83-81",1,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"37-72-45-16",0,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"86-82-46-77",3,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"35-59-75-62",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"31-89-28-30",3,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"61-82-08-02",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"67-96-75-77",3,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","VIP latrine",""
"19-03-14-53",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"12-01-31-29",3,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"16-72-17-16",2,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"38-21-18-12",1,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"75-80-02-90",3,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"43-41-21-85",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"66-22-88-29",1,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"42-66-53-78",1,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"19-23-31-06",5,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"62-33-60-14",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"89-36-04-43",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"87-86-68-37",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"12-94-76-31",2,"Iron sheets","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"25-74-03-84",1,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"98-23-98-25",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"01-01-07-49",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"05-21-83-90",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"77-16-48-10",1,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"75-23-18-05",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","VIP latrine",""
"83-84-60-99",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"56-18-51-85",3,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"26-38-66-11",1,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"46-68-27-34",4,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"78-16-14-09",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"01-32-09-43",3,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"11-29-18-58",3,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"53-42-47-52",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"01-17-72-49",0,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"40-86-48-02",4,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"67-11-34-32",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"47-85-49-06",1,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"68-03-09-51",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"14-68-63-82",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","VIP latrine",""
"80-91-19-12",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"25-98-38-14",0,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"50-33-61-65",0,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"88-90-25-85",4,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"04-83-20-68",2,"Iron sheets","","Other➡️ Please specify","fill in with rocks and cement","Cement screed","","Other, Specify","Direct from the river","No facility/Bush/polythene",""
"09-59-67-21",1,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"35-03-03-59",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"10-50-64-24",2,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","river","No facility/Bush/polythene",""
"13-56-95-25",3,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"36-88-00-01",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"63-25-21-02",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Other, Specify","Direct from the river","No facility/Bush/polythene",""
"08-07-30-74",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"18-39-69-08",3,"Iron sheets","","Other➡️ Please specify","stones or rocks with cement","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"97-46-11-48",3,"Thatched grass","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"12-85-99-43",2,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"55-14-49-61",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"94-26-98-86",1,"Iron sheets","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"32-96-01-37",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"41-92-38-71",1,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"43-40-50-14",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"33-52-73-44",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"17-65-44-15",3,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"77-00-14-73",3,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"78-98-94-60",2,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"50-51-12-24",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"45-72-98-81",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"98-20-22-18",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"12-87-62-64",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"02-24-60-64",4,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"35-93-85-84",2,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"25-08-98-52",6,"Iron sheets","","Other➡️ Please specify","stone and rocks","Cement screed","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"46-54-30-66",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"19-66-62-79",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"38-52-59-99",2,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"18-01-52-21",4,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"52-91-87-71",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"86-58-98-12",3,"Iron sheets","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"18-53-78-30",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
