interview__key,lnd_mes,lnd_mes_1,lnd01,lnd02,lnd03,lnd04,lnd08,lnd09,lnd06,lnd_ten01,lnd_ten02,lnd_ten03,lnd_ten04,lnd_ten08,lnd_ten09,lnd_ten06,lnd_07,lnd_08,lnd_08_1,lnd_09,lnd_09_1,lnd_10,lnd_11,lnd_12,lnd_13__1,lnd_13__2,lnd_13__3,lnd_13__4,lnd_13__5,lnd_13__6,lnd_13__7,lnd_13__8,lnd_13__9,lnd_13__10,lnd_13__96,lnd_13_oth,f01,f03,f04__1,f04__2,f04__3,f04__96,f04_1,f05,lnd_14,lnd_15,lnd_16,lnd_17,lnd_18,lnd_18_oth,num_plots,more_plot,more_plot_explain
"07-72-86-35","Hectares","",0,0,0,0,.3,0,0,,,,,"Communally owned",,,"No",,"",,"",,"unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,10,"Slight decrease","Massive decrease","No",,,"",0,"Yes","for building"
"76-67-31-58","Hectares","",0,0,0,0,.1,0,0,,,,,"Private owned with land title",,,"No",,"",,"",,"Very likely","No",,,,,,,,,,,,,"No",,,,,,,5,"Slight increase","Slight increase","No",,,"",0,"No","Because I have kids so that they also use or stay on in future"
"37-57-47-28","Hectares","",3,0,0,0,.5,0,0,"Communally owned",,,,"Leased/rented",,,"No",,"",,"",,"Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,20,"Slight decrease","Massive decrease","No",,,"",1,"Yes","for our kids"
"01-40-66-32","Hectares","",0,0,0,0,.25,0,0,,,,,"Private owned with land title",,,"Yes","Other individuals","","Tried to sort out ourselves","","Yes","unlikely","No",,,,,,,,,,,,,"No",,,,,,,3,"Massive decrease","Massive decrease","No",,,"",0,"No","No money for owning a plot"
"13-26-58-11","Hectares","",0,0,0,0,4,0,0,,,,,"Private owned with land title",,,"No",,"",,"",,"Very likely","No",,,,,,,,,,,,,"No",,,,,,,0,"Massive decrease","Massive decrease","No",,,"",0,"No","plots are expensive nowadays and I don't have money."
"53-48-83-71","Hectares","",0,0,0,0,.5,0,0,,,,,"Communally owned",,,"No",,"",,"",,"Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,30,"Massive decrease","Massive decrease","No",,,"",0,"No","no money"
"27-13-62-90","Hectares","",0,0,0,0,.1,0,0,,,,,"Private owned with land title",,,"Yes","Within family","","Nowhere","","No","Very likely","No",,,,,,,,,,,,,"No",,,,,,,4,"Slight decrease","Massive decrease","No",,,"",0,"Yes","the plot I'm living now is very small."
"85-22-01-46","Hectares","",0,0,0,0,.7,0,0,,,,,"Communally owned",,,"Yes","Other➡️ Please specify","traditional authority","Village headman / chairperson","","Yes","Very likely","No",,,,,,,,,,,,,"No",,,,,,,7,"Massive decrease","Massive decrease","No",,,"",0,"No","have no money to buy another plot"
"69-98-12-23","Hectares","",0,0,0,0,.2,0,0,,,,,"Leased/rented",,,"No",,"",,"",,"Very unlikely","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,14,"The same","Massive decrease","No",,,"",0,"No","no money to buy"
"13-16-89-71","Hectares","",.3,0,0,0,.1,0,0,"Private owned with land title",,,,"Private owned with land title",,,"No",,"",,"",,"Likely","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No",,"Yes",1,"Yes","No","No","No",,30,"The same","The same","No",,,"",0,"No","already have a big plot"
"56-66-41-20","Hectares","",.3,0,0,0,0,0,0,"Don’t know",,,,,,,"No",,"",,"",,"Very likely","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,8,"The same","The same","No",,,"",0,"No","The village is now overpopulated so they won't be any chance to get another plot"
"81-47-86-65","Hectares","",0,0,0,0,.01,0,0,,,,,"Communally owned",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,7,"Massive decrease","Massive decrease","No",,,"",0,"Yes","Future kids"
"93-67-97-18","Hectares","",4,3,0,0,1,0,0,"Private owned with land title","Private owned with land title",,,"Private owned with land title",,,"Yes","Other individuals","","Village headman / chairperson","","Yes","Likely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",4,"Yes","No","No","No",,4,"Slight decrease","Massive decrease","No",,,"",1,"No","For my children"
"38-26-42-37","Hectares","",0,0,0,0,1,0,0,,,,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,3,"Slight decrease","Massive decrease","No",,,"",0,"No","cannot afford another one"
"05-99-34-61","Hectares","",2,0,0,0,.5,0,0,"Private owned with land title",,,,"Private owned with land title",,,"No",,"",,"",,"unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Massive decrease","Massive decrease","No",,,"",1,"Yes","For my children"
"82-77-34-88","Hectares","",0,0,0,0,1,0,0,,,,,"Private owned with land title",,,"No",,"",,"",,"Likely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,2,"Massive decrease","Massive decrease","No",,,"",0,"No","have enough"
"58-42-23-81","Hectares","",0,0,0,0,1,0,0,,,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No",,"No",,,,,,,1,"Slight decrease","Massive decrease","No",,,"",0,"No","no money"
"41-08-83-81","Hectares","",0,0,0,0,1,0,0,,,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"Yes",.01,"No","No","No","Yes",,13,"Massive decrease","Massive decrease","No",,,"",0,"Yes","to build houses for rent"
